,species,refseq_id,name,description,assembly_name,assembly_level,plasmid,hit_num,Complete,A1_count,A2_count,TcB_count,TcC_count,TcdA1_count,all_hits
153,Proteus mirabilis,GCF_902387925.1,CABMNS01,CABMNS01,UHGG_MGYG-HGUT-02514,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
154,Proteus mirabilis,GCF_900455025.1,UATP01,UATP01,52313_G01,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
155,Proteus mirabilis,GCF_011078105.1,JAALCE01,JAALCE01,ASM1107810v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
156,Proteus mirabilis,GCF_011602995.1,JAAOND01,JAAOND01,ASM1160299v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
157,Proteus mirabilis,GCF_003175435.1,BGKT01,BGKT01,ASM317543v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
158,Proteus mirabilis,GCF_003204115.1,NZ_CP029725.1,"NZ_CP029725.1 Proteus mirabilis strain AR_0029 chromosome, complete genome",ASM320411v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
159,Proteus mirabilis,GCF_003204115.1,NZ_CP029726.1,"NZ_CP029726.1 Proteus mirabilis strain AR_0029 plasmid unnamed, complete sequence",ASM320411v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
160,Proteus mirabilis,GCF_007004575.1,VJOR01,VJOR01,ASM700457v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
161,Proteus mirabilis,GCF_015693965.1,NZ_CP065148.1,"NZ_CP065148.1 Proteus mirabilis strain PmBJ012 chromosome, complete genome",ASM1569396v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
162,Proteus mirabilis,GCF_002197405.1,NZ_CP021852.1,"NZ_CP021852.1 Proteus mirabilis strain AR_0156 chromosome, complete genome",ASM219740v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
163,Proteus mirabilis,GCF_002197405.1,NZ_CP021853.1,"NZ_CP021853.1 Proteus mirabilis strain AR_0156 plasmid unitig_1, complete sequence",ASM219740v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
164,Proteus mirabilis,GCF_002197405.1,NZ_CP021854.1,"NZ_CP021854.1 Proteus mirabilis strain AR_0156 plasmid unitig_2, complete sequence",ASM219740v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
165,Proteus mirabilis,GCF_002197405.1,NZ_CP021855.1,"NZ_CP021855.1 Proteus mirabilis strain AR_0156 plasmid unitig_3, complete sequence",ASM219740v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
166,Proteus mirabilis,GCF_001076705.1,JVHX01,JVHX01,ASM107670v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
167,Proteus mirabilis,GCF_001060835.1,JVVD01,JVVD01,ASM106083v1,Scaffold,False,4,True,1.0,1.0,1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
168,Proteus mirabilis,GCF_000297815.1,AMGT01,AMGT01,Prot_mira_WGLW6_V1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
169,Proteus mirabilis,GCF_000313255.1,ANBT01,ANBT01,Version 1 for Proteus mirabilis C05028 genome,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
170,Proteus mirabilis,GCF_001062135.1,JWAP01,JWAP01,ASM106213v1,Scaffold,False,5,True,1.0,1.0,1.0,2.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcdA1_expanded
171,Proteus mirabilis,GCF_008630655.1,NZ_CP043870.1,"NZ_CP043870.1 Proteus mirabilis strain S1959 chromosome, complete genome",ASM863065v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
172,Proteus mirabilis,GCF_001462385.1,JSUP01,JSUP01,ASM146238v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
173,Proteus mirabilis,GCF_009718745.1,WNBD01,WNBD01,ASM971874v1,Scaffold,False,4,True,1.0,1.0,1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
174,Proteus mirabilis,GCF_009806715.1,NZ_CP047112.1,"NZ_CP047112.1 Proteus mirabilis strain SCBX1.1 chromosome, complete genome",ASM980671v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
175,Proteus mirabilis,GCF_009806715.1,NZ_CP047113.1,"NZ_CP047113.1 Proteus mirabilis strain SCBX1.1 plasmid plas1.1.1, complete sequence",ASM980671v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
176,Proteus mirabilis,GCF_009806715.1,NZ_CP047114.1,"NZ_CP047114.1 Proteus mirabilis strain SCBX1.1 plasmid plas1.1.2, complete sequence",ASM980671v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
177,Proteus mirabilis,GCF_003855635.1,NZ_CP034090.1,"NZ_CP034090.1 Proteus mirabilis strain PmSC1111 chromosome, complete genome",ASM385563v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
178,Proteus mirabilis,GCF_012030515.1,JAAUWF01,JAAUWF01,ASM1203051v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
179,Proteus mirabilis,GCF_003856215.1,RQSH01,RQSH01,ASM385621v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
180,Proteus mirabilis,GCF_002936215.2,PTIJ02,PTIJ02,ASM293621v2,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
181,Proteus mirabilis,GCF_001653845.1,LWUM01,LWUM01,ASM165384v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
182,Proteus mirabilis,GCF_011604125.1,JAAOMV01,JAAOMV01,ASM1160412v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
183,Proteus mirabilis,GCF_000444425.1,NC_022000.1,"NC_022000.1 Proteus mirabilis BB2000, complete sequence",ASM44442v1,Complete Genome,False,4,True,1.0,1.0,1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
184,Proteus mirabilis,GCF_011604025.1,JAAONE01,JAAONE01,ASM1160402v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
185,Proteus mirabilis,GCF_001063575.1,JVEH01,JVEH01,ASM106357v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
186,Proteus mirabilis,GCF_004145855.1,SEJC01,SEJC01,ASM414585v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
187,Proteus mirabilis,GCF_001060355.1,JWBG01,JWBG01,ASM106035v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
188,Proteus mirabilis,GCF_004179395.1,SELM01,SELM01,ASM417939v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
189,Proteus mirabilis,GCF_003075585.1,QDAK01,QDAK01,ASM307558v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
190,Proteus mirabilis,GCF_001077105.1,JUYT01,JUYT01,ASM107710v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
191,Proteus mirabilis,GCF_000784015.2,NZ_CP026044.1,"NZ_CP026044.1 Proteus mirabilis strain FDAARGOS_60 chromosome, complete genome",ASM78401v2,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
192,Proteus mirabilis,GCF_001858185.1,MBTY01,MBTY01,ASM185818v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
193,Proteus mirabilis,GCF_001065085.1,JVFU01,JVFU01,ASM106508v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
194,Proteus mirabilis,GCF_003687785.1,RDWH01,RDWH01,ASM368778v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
195,Proteus mirabilis,GCF_001076755.1,JVHI01,JVHI01,ASM107675v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
196,Proteus mirabilis,GCF_011602785.1,JAAOMX01,JAAOMX01,ASM1160278v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
197,Proteus mirabilis,GCF_002055685.1,NZ_CP020052.1,"NZ_CP020052.1 Proteus mirabilis strain AR_0059 chromosome, complete genome",ASM205568v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
198,Proteus mirabilis,GCF_010594665.1,JAAAYC01,JAAAYC01,ASM1059466v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
199,Proteus mirabilis,GCF_013357525.1,NZ_CP053718.1,"NZ_CP053718.1 Proteus mirabilis strain MPE4069 chromosome, complete genome",ASM1335752v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
200,Proteus mirabilis,GCF_011604135.1,JAAOMW01,JAAOMW01,ASM1160413v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
201,Proteus mirabilis,GCF_002861105.1,PKIT01,PKIT01,ASM286110v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
202,Proteus mirabilis,GCF_013357425.1,NZ_CP053616.1,"NZ_CP053616.1 Proteus mirabilis strain MPE0767 chromosome, complete genome",ASM1335742v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
203,Proteus mirabilis,GCF_900113495.1,FOPN01,FOPN01,IMG-taxon 2623620510 annotated assembly,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
204,Proteus mirabilis,GCF_003977485.1,RYXM01,RYXM01,ASM397748v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
205,Proteus mirabilis,GCF_003175415.1,BGKS01,BGKS01,ASM317541v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
206,Proteus mirabilis,GCF_013184695.1,JAAQQZ01,JAAQQZ01,ASM1318469v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
207,Proteus mirabilis,GCF_001281565.1,NZ_CP012675.1,"NZ_CP012675.1 Proteus mirabilis strain CYPV1 chromosome, complete genome",ASM128156v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
208,Proteus mirabilis,GCF_012030315.1,JAAUWO01,JAAUWO01,ASM1203031v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
209,Proteus mirabilis,GCF_001076715.1,JVHK01,JVHK01,ASM107671v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
210,Proteus mirabilis,GCF_013343255.1,NZ_CP045255.1,"NZ_CP045255.1 Proteus mirabilis strain L90-1 plasmid pL902, complete sequence",ASM1334325v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
211,Proteus mirabilis,GCF_013343255.1,NZ_CP045256.1,"NZ_CP045256.1 Proteus mirabilis strain L90-1 plasmid pL901, complete sequence",ASM1334325v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
212,Proteus mirabilis,GCF_013343255.1,NZ_CP045257.1,"NZ_CP045257.1 Proteus mirabilis strain L90-1 chromosome, complete genome",ASM1334325v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
213,Proteus mirabilis,GCF_009183685.1,WEKH01,WEKH01,ASM918368v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
214,Proteus mirabilis,GCF_013357565.1,NZ_CP053685.1,"NZ_CP053685.1 Proteus mirabilis strain MPE5203 chromosome, complete genome",ASM1335756v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
215,Proteus mirabilis,GCF_010692865.1,NZ_CP048787.1,"NZ_CP048787.1 Proteus mirabilis strain CC15031 chromosome, complete genome",ASM1069286v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
216,Proteus mirabilis,GCF_007197625.1,VKHV01,VKHV01,ASM719762v1,Scaffold,False,4,True,1.0,1.0,1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
217,Proteus mirabilis,GCF_003171695.1,QGGA01,QGGA01,ASM317169v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
218,Proteus mirabilis,GCF_002180115.1,NZ_CP021550.1,"NZ_CP021550.1 Proteus mirabilis strain AR_0159 chromosome, complete genome",ASM218011v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
219,Proteus mirabilis,GCF_002180115.1,NZ_CP021551.1,"NZ_CP021551.1 Proteus mirabilis strain AR_0159 plasmid tig00000137, complete sequence",ASM218011v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
220,Proteus mirabilis,GCF_001640985.1,NZ_CP015347.1,"NZ_CP015347.1 Proteus mirabilis strain AOUC-001 chromosome, complete genome",ASM164098v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
221,Proteus mirabilis,GCF_001619795.1,LQQZ01,LQQZ01,ASM161979v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
222,Proteus mirabilis,GCF_001063035.1,JVPB01,JVPB01,ASM106303v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
223,Proteus mirabilis,GCF_015235315.1,JADGLF01,JADGLF01,ASM1523531v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
224,Proteus mirabilis,GCF_013357465.1,NZ_CP053681.1,"NZ_CP053681.1 Proteus mirabilis strain MPE0147 chromosome, complete genome",ASM1335746v1,Complete Genome,False,4,True,1.0,1.0,1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
225,Proteus mirabilis,GCF_003175455.1,BGKU01,BGKU01,ASM317545v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
226,Proteus mirabilis,GCF_900635965.1,NZ_LR134205.1,"NZ_LR134205.1 Proteus mirabilis strain NCTC4199 chromosome 1, complete sequence",36374_E01,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
227,Proteus mirabilis,GCF_900455045.1,UATQ01,UATQ01,58901_A01,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
228,Proteus mirabilis,GCF_004145395.1,SELN01,SELN01,ASM414539v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
229,Proteus mirabilis,GCF_004570645.1,SPTA01,SPTA01,ASM457064v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
230,Proteus mirabilis,GCF_015694025.1,NZ_CP065146.1,"NZ_CP065146.1 Proteus mirabilis strain PmBJ020 chromosome, complete genome",ASM1569402v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
231,Proteus mirabilis,GCF_001462475.1,JSUO01,JSUO01,ASM146247v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
232,Proteus mirabilis,GCF_011383025.1,NZ_CP049941.1,"NZ_CP049941.1 Proteus mirabilis strain XH1568 chromosome, complete genome",ASM1138302v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
233,Proteus mirabilis,GCF_003176495.1,BGMB01,BGMB01,ASM317649v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
234,Proteus mirabilis,GCF_009183735.1,WEKJ01,WEKJ01,ASM918373v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
235,Proteus mirabilis,GCF_014212555.1,JACKXN01,JACKXN01,ASM1421255v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
236,Proteus mirabilis,GCF_011602945.1,JAAONM01,JAAONM01,ASM1160294v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
237,Proteus mirabilis,GCF_014212615.1,JACKXQ01,JACKXQ01,ASM1421261v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
238,Proteus mirabilis,GCF_004570115.1,SPSV01,SPSV01,ASM457011v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
239,Proteus mirabilis,GCF_004570745.1,SPTJ01,SPTJ01,ASM457074v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
240,Proteus mirabilis,GCF_004570055.1,SPTC01,SPTC01,ASM457005v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
241,Proteus mirabilis,GCF_014324285.1,QDUR01,QDUR01,ASM1432428v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
242,Proteus mirabilis,GCF_011045575.1,NZ_CP042857.1,"NZ_CP042857.1 Proteus mirabilis strain 1701092 chromosome, complete genome",ASM1104557v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
243,Proteus mirabilis,GCF_010590755.1,VKTM01,VKTM01,ASM1059075v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
244,Proteus mirabilis,GCF_001064375.1,JVMQ01,JVMQ01,ASM106437v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
245,Proteus mirabilis,GCF_010591405.1,JAAAYB01,JAAAYB01,ASM1059140v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
246,Proteus mirabilis,GCF_014212655.1,JACKXS01,JACKXS01,ASM1421265v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
247,Proteus mirabilis,GCF_011602905.1,JAAONL01,JAAONL01,ASM1160290v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
248,Proteus mirabilis,GCF_009749255.1,RCIM01,RCIM01,ASM974925v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
249,Proteus mirabilis,GCF_004570215.1,SPTK01,SPTK01,ASM457021v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
250,Proteus mirabilis,GCF_004570705.1,SPTH01,SPTH01,ASM457070v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
251,Proteus mirabilis,GCF_011604085.1,JAAONA01,JAAONA01,ASM1160408v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
252,Proteus mirabilis,GCF_001062385.1,JVXV01,JVXV01,ASM106238v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
253,Proteus mirabilis,GCF_013357585.1,NZ_CP053719.1,"NZ_CP053719.1 Proteus mirabilis strain MPE0346 chromosome, complete genome",ASM1335758v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
254,Proteus mirabilis,GCF_000770765.1,JSCB01,JSCB01,ASM77076v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
255,Proteus mirabilis,GCF_001463025.1,LNHT01,LNHT01,ASM146302v1,Contig,False,4,True,1.0,1.0,1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
256,Proteus mirabilis,GCF_009718885.1,WNBE01,WNBE01,ASM971888v1,Scaffold,False,4,True,1.0,1.0,1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
257,Proteus mirabilis,GCF_014843115.1,NZ_CP062146.1,"NZ_CP062146.1 Proteus mirabilis strain S012 chromosome, complete genome",ASM1484311v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
258,Proteus mirabilis,GCF_014212505.1,JACKXL01,JACKXL01,ASM1421250v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
259,Proteus mirabilis,GCF_009749245.1,RCIN01,RCIN01,ASM974924v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
260,Proteus mirabilis,GCF_013357485.1,NZ_CP053682.1,"NZ_CP053682.1 Proteus mirabilis strain MPE0156 chromosome, complete genome",ASM1335748v1,Complete Genome,False,4,True,1.0,1.0,1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
261,Proteus mirabilis,GCF_010597885.1,VKXD01,VKXD01,ASM1059788v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
262,Proteus mirabilis,GCF_004570715.1,SPTI01,SPTI01,ASM457071v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
263,Proteus mirabilis,GCF_002265385.1,NOWB01,NOWB01,ASM226538v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
264,Proteus mirabilis,GCF_015550355.1,JADNAR01,JADNAR01,ASM1555035v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
265,Proteus mirabilis,GCF_004570145.1,SPSW01,SPSW01,ASM457014v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
266,Proteus mirabilis,GCF_014712265.1,JACXRE01,JACXRE01,ASM1471226v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
267,Proteus mirabilis,GCF_009821615.1,VDJJ01,VDJJ01,ASM982161v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
268,Proteus mirabilis,GCF_010598095.1,VKXM01,VKXM01,ASM1059809v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
269,Proteus mirabilis,GCF_009429045.2,NZ_CP045538.2,"NZ_CP045538.2 Proteus mirabilis strain CRE14IB chromosome, complete genome",ASM942904v2,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
270,Proteus mirabilis,GCF_009429045.2,NZ_CP045539.1,"NZ_CP045539.1 Proteus mirabilis strain CRE14IB plasmid pIB_COL3M, complete sequence",ASM942904v2,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
271,Proteus mirabilis,GCF_009429045.2,NZ_CP045540.1,"NZ_CP045540.1 Proteus mirabilis strain CRE14IB plasmid pIB_NDM_1, complete sequence",ASM942904v2,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
272,Proteus mirabilis,GCF_010594685.1,JAAAYD01,JAAAYD01,ASM1059468v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
273,Proteus mirabilis,GCF_010442675.1,NZ_CP048404.1,"NZ_CP048404.1 Proteus mirabilis strain N18-00201 chromosome, complete genome",ASM1044267v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
274,Proteus mirabilis,GCF_008041895.1,NZ_CP042907.1,"NZ_CP042907.1 Proteus mirabilis strain VAC chromosome, complete genome",ASM804189v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
275,Proteus mirabilis,GCF_013184265.1,JABBHE01,JABBHE01,ASM1318426v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
276,Proteus mirabilis,GCF_013184675.1,JAAQRA01,JAAQRA01,ASM1318467v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
277,Proteus mirabilis,GCF_014212545.1,JACKXO01,JACKXO01,ASM1421254v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
278,Proteus mirabilis,GCF_011602955.1,JAAONH01,JAAONH01,ASM1160295v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
279,Proteus mirabilis,GCF_011045855.1,NZ_CP047352.1,"NZ_CP047352.1 Proteus mirabilis strain ZA25 chromosome, complete genome",ASM1104585v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
280,Proteus mirabilis,GCF_011045855.1,NZ_CP047353.1,"NZ_CP047353.1 Proteus mirabilis strain ZA25 plasmid pZA25-tetX-168kb, complete sequence",ASM1104585v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
281,Proteus mirabilis,GCF_011045855.1,NZ_CP047354.1,"NZ_CP047354.1 Proteus mirabilis strain ZA25 plasmid pZA25-qnrD, complete sequence",ASM1104585v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
282,Proteus mirabilis,GCF_001065915.1,JUXK01,JUXK01,ASM106591v1,Scaffold,False,0,False,0.0,0.0,0.0,0.0,0.0,
283,Proteus mirabilis,GCF_004570105.1,SPSU01,SPSU01,ASM457010v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
284,Proteus mirabilis,GCF_006508085.1,QNXA01,QNXA01,ASM650808v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
285,Proteus mirabilis,GCF_000783875.2,NZ_CP026051.1,"NZ_CP026051.1 Proteus mirabilis strain FDAARGOS_67 chromosome, complete genome",ASM78387v2,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
286,Proteus mirabilis,GCF_013255765.1,NZ_CP053894.1,"NZ_CP053894.1 Proteus mirabilis strain JPM24 chromosome, complete genome",ASM1325576v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
287,Proteus mirabilis,GCF_013255765.1,NZ_CP053895.1,"NZ_CP053895.1 Proteus mirabilis strain JPM24 plasmid pJPM24, complete sequence",ASM1325576v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
288,Proteus mirabilis,GCF_001617305.1,LQNO01,LQNO01,ASM161730v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
289,Proteus sp.,GCF_009915485.1,JAABMF01,JAABMF01,ASM991548v1,Contig,False,7,True,1.0,1.0,1.0,4.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcC_expanded TcC_expanded TcdA1_expanded
290,Proteus sp.,GCF_009915195.1,JAABLS01,JAABLS01,ASM991519v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
291,Proteus sp.,GCF_009915585.1,JAABMG01,JAABMG01,ASM991558v1,Contig,False,5,True,1.0,1.0,2.0,1.0,1.0,TcB_expanded TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
292,Proteus sp.,GCF_003144435.1,PENX01,PENX01,ASM314443v1,Contig,False,4,True,0.0,1.0,1.0,2.0,0.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded
293,Proteus sp.,GCF_016239165.1,JAEHOY01,JAEHOY01,ASM1623916v1,Contig,False,4,True,1.0,1.0,1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
294,Proteus sp.,GCF_009915295.1,JAABLY01,JAABLY01,ASM991529v1,Contig,False,4,True,1.0,1.0,1.0,1.0,1.0,TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
295,Proteus sp.,GCF_009915285.1,JAABLW01,JAABLW01,ASM991528v1,Contig,False,5,True,1.0,1.0,2.0,1.0,1.0,TcB_expanded TcB_expanded A2_expanded TcC_expanded TcdA1_expanded
296,Proteus sp.,GCF_009915695.1,JAABML01,JAABML01,ASM991569v1,Contig,False,0,False,0.0,0.0,0.0,0.0,0.0,
297,Proteus sp.,GCF_011046025.1,NZ_CP047639.1,"NZ_CP047639.1 Proteus sp. ZN5 chromosome, complete genome",ASM1104602v1,Complete Genome,False,0,False,0.0,0.0,0.0,0.0,0.0,
298,Proteus sp.,GCF_011046025.1,NZ_CP047640.1,"NZ_CP047640.1 Proteus sp. ZN5 plasmid pZN5-103kb, complete sequence",ASM1104602v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
299,Proteus sp.,GCF_011046025.1,NZ_CP047641.1,"NZ_CP047641.1 Proteus sp. ZN5 plasmid pZN5-qnrD, complete sequence",ASM1104602v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
300,Proteus sp.,GCF_011046025.1,NZ_CP047642.1,"NZ_CP047642.1 Proteus sp. ZN5 plasmid pZN5-floR-8kb, complete sequence",ASM1104602v1,Complete Genome,True,0,False,0.0,0.0,0.0,0.0,0.0,
301,Proteus sp.,GCF_009915595.1,JAABMI01,JAABMI01,ASM991559v1,Contig,False,5,True,1.0,1.0,1.0,2.0,1.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded TcdA1_expanded
302,Proteus sp.,GCF_003336825.1,QPMG01,QPMG01,ASM333682v1,Contig,False,4,True,0.0,1.0,1.0,2.0,0.0,TcB_expanded A2_expanded TcC_expanded TcC_expanded
